Label,Data1,Altitude,Velocity,Vertical Velocity,PT Pressure,PS Pressure,PT Temperature,PS Temperature,Sensor Status,END,
="2025-09-30 오전 10:03:17",="18",="4.926348",="12.35363",="-0.003637806",="10136568",="10137180",="23.94153",="23.95424",="0",PacketEnd
="2025-09-30 오전 10:03:17",="21",="4.926298",="12.35363",="-0.003823504",="10136568",="10137180",="23.94162",="23.95428",="0",PacketEnd
="2025-09-30 오전 10:03:17",="24",="4.926246",="12.35363",="-0.004109821",="10136568",="10137180",="23.94166",="23.95438",="0",PacketEnd
="2025-09-30 오전 10:03:17",="27",="4.926195",="12.34644",="-0.004433732",="10136569",="10137180",="23.94173",="23.95443",="0",PacketEnd
="2025-09-30 오전 10:03:17",="30",="4.926146",="12.34644",="-0.004743977",="10136569",="10137180",="23.94177",="23.9545",="0",PacketEnd
="2025-09-30 오전 10:03:17",="33",="4.926102",="12.34644",="-0.004975746",="10136569",="10137180",="23.94184",="23.95453",="0",PacketEnd
="2025-09-30 오전 10:03:17",="36",="4.926063",="12.34644",="-0.005100741",="10136569",="10137180",="23.94188",="23.95459",="0",PacketEnd
="2025-09-30 오전 10:03:17",="39",="4.926028",="12.34644",="-0.005116781",="10136569",="10137180",="23.94194",="23.95463",="0",PacketEnd
="2025-09-30 오전 10:03:17",="42",="4.925991",="12.34644",="-0.005044746",="10136569",="10137180",="23.94197",="23.95473",="0",PacketEnd
="2025-09-30 오전 10:03:17",="45",="4.925949",="12.34644",="-0.004958212",="10136569",="10137180",="23.94205",="23.95478",="0",PacketEnd
="2025-09-30 오전 10:03:17",="48",="4.925901",="12.34644",="-0.004917436",="10136569",="10137180",="23.9421",="23.95488",="0",PacketEnd
="2025-09-30 오전 10:03:17",="51",="4.925849",="12.34644",="-0.004968015",="10136569",="10137180",="23.94218",="23.95493",="0",PacketEnd
="2025-09-30 오전 10:03:18",="54",="4.925797",="12.34644",="-0.005105068",="10136569",="10137180",="23.94221",="23.95503",="0",PacketEnd
="2025-09-30 오전 10:03:18",="57",="4.925745",="12.34644",="-0.005281158",="10136569",="10137180",="23.94229",="23.95508",="0",PacketEnd
="2025-09-30 오전 10:03:18",="60",="4.925697",="12.36082",="-0.005448205",="10136569",="10137181",="23.94232",="23.95513",="0",PacketEnd
="2025-09-30 오전 10:03:18",="63",="4.925656",="12.36082",="-0.0055385",="10136569",="10137181",="23.94239",="23.95515",="0",PacketEnd
="2025-09-30 오전 10:03:18",="66",="4.925624",="12.36801",="-0.005512541",="10136569",="10137182",="23.94242",="23.95519",="0",PacketEnd
="2025-09-30 오전 10:03:18",="69",="4.925598",="12.36082",="-0.005354146",="10136570",="10137183",="23.94249",="23.95522",="0",PacketEnd
="2025-09-30 오전 10:03:18",="72",="4.926891",="12.37519",="7.719443E-05",="10136570",="10137184",="23.94252",="23.9553",="0",PacketEnd
="2025-09-30 오전 10:03:18",="75",="4.92818",="12.38236",="0.01211755",="10136570",="10137185",="23.9426",="23.95534",="0",PacketEnd
="2025-09-30 오전 10:03:18",="78",="4.929463",="12.38953",="0.02942479",="10136570",="10137186",="23.94264",="23.95542",="0",PacketEnd
="2025-09-30 오전 10:03:18",="81",="4.930743",="12.38953",="0.050926",="10136570",="10137186",="23.94273",="23.95546",="0",PacketEnd
="2025-09-30 오전 10:03:18",="84",="4.930701",="12.38953",="0.06546808",="10136570",="10137186",="23.94276",="23.95554",="0",PacketEnd
